block,timestamp,amount0,amount1,sqrtPriceX96,liquidity,tick
25588851,1784730323,1998687067,-1035965721479369748,1804213052110952921320898335149432,15060966481133439281,200676
25588852,1784730335,32640473600,-16917426592774180808,1804124058046389105849309195141120,15060966481133439281,200675
25588853,1784730347,146009724268,-75655828617969689830,1803726070819446898423992619129248,15060966481133439281,200670
25588853,1784730347,-1149704391,596192000000000000,1803729205517284949680458391291247,15060966481133439281,200670
25588854,1784730359,181838497,-94200241792573093,1803728709977236110576222217512967,15060966481133439281,200670
25588856,1784730383,-37657400502,19528798731084873728,1803831389790387024835844905104229,15060966481133439281,200671
25588857,1784730395,-652464300,338381878186870382,1803833168957068208256959090460959,15060966481133439281,200671
25588858,1784730407,-35054690054,18181090026846994432,1803928762698011683737708565939250,15060966481133439281,200672
25588858,1784730407,-183107683265,95000000000000000000,1804428259998570680443884353923577,15060966481133439281,200678
25588860,1784730431,-385285824898,200065172238629715281,1805471013062441277175073202451165,15213347455565631094,200690
25588860,1784730431,77149046,-40043790317745438,1805470804522148863042240865023303,15213347455565631094,200690
25588860,1784730431,176144695674,-91402826192333675540,1804994794664386079859346333761536,15213293744748084269,200684
25588860,1784730431,2891263642,-1499896715336299472,1804986983465660077518972271111545,15213293744748084269,200684
25588860,1784730431,4495258239,-2331972921935326644,1804974838960154704112087253671815,15213293744748084269,200684
25588860,1784730431,-793277,411932126339656,1804974841104352251669507126251401,15213293744748084269,200684
25588861,1784730443,733527915,-380524045863319434,1804972859401937766168466099316375,15213293744748084269,200684
25588861,1784730443,629617370,-326618871825337083,1804971158428204439231911206397869,15213293744748084269,200684
25588861,1784730443,139653906,-72446458570988308,1804970781139769104400669308343956,15213293744748084269,200684
25588865,1784730491,20000000,-10375139995496917,1804970727107861782868498944328026,15213293744748084269,200684
25588869,1784730539,-474397934074,246518653058913861632,1806253908277403286405229779112174,15213347455565631094,200698
25588869,1784730539,-10667960992,5547585388809581161,1806282784580631822461279007870735,15213347455565631094,200699
25588870,1784730551,985804561,-512135991506682840,1806280117475730484574160003615393,15213347455565631094,200698
25588870,1784730551,467701999,-242975651615575614,1806278852105668475932134533201125,15213347455565631094,200698
25588871,1784730563,-186658199708,97094851890185437184,1806784267124866290079667094173938,15212733883473161656,200704
25588871,1784730563,3780438046,-1965060367125865191,1806774033058898296993056686165489,15212733883473161656,200704
25588872,1784730575,-153410444168,79840000000000000000,1807189633157823306844954237645124,15212733883473161656,200709
25588872,1784730575,145140254403,-75461339366434501161,1806796629289835907346800869299717,15212733883473161656,200704
25588872,1784730575,-48284036707,25125319019050369266,1806927416928486205004095755347174,15212733883473161656,200706
25588873,1784730587,-384317623,200000000000000000,1806928442229889530950670655285064,15446881897582444679,200706
25588874,1784730599,56988914291,-29625070994403191759,1806776493121014131310450024482619,15446881897582444679,200704
25588874,1784730599,467823759,-243172504481356217,1806775245871839068681327571204442,15446881897582444679,200704
25588874,1784730599,93079552,-48382256344287748,1806774997715784411983428909816315,15446881897582444679,200704
25588875,1784730611,101079803582,-52532902080205440678,1806505552702159503647469113192096,15446881897582444679,200701
25588878,1784730647,73650729101,-38267676537128923916,1806309277480386266566997312871869,15447495469674914117,200699
25588879,1784730659,150740831938,-78296473605449094182,1805907705215983662115193494850593,15447495469674914117,200694
25588879,1784730659,-1923754422,1000000000000000000,1805912831519376238782140376231344,15447495469674914117,200694
25588880,1784730671,42366254198,-21999364275685041136,1805799999687739446230133775744493,15447495469674914117,200693
25588882,1784730695,5739658332,-2980199192677987410,1805784714639983588890666294137704,15447495469674914117,200693
25588884,1784730719,-432628599493,225000000000000000000,1806938155453014052692169964852818,15446881897582444679,200706
25588884,1784730719,535456973856,-278158127227610217937,1805511496633898961350654012141703,15447495469674914117,200690
25588885,1784730731,209530393584,-108726903528577958423,1804953848930479025162379541597089,15447441758857367292,200684
25588887,1784730755,34529079408,-17910954486436172604,1804861985692864078946823864073263,15447441758857367292,200683
25588888,1784730767,51447048713,-26683276768033883974,1804725130217297796043057678397796,15447441758857367292,200681
25588889,1784730779,1433208754,-743283166328138184,1804721318002925005382137074995804,15447441758857367292,200681
25588889,1784730779,-40931191773,21250000000000000000,1804830252328781034700419671112757,15447441758857367292,200682
25588889,1784730779,1033410000,-536004397956071780,1804827503223510883787859093680178,15447441758857367292,200682
25588890,1784730791,-652603178,338827801505008051,1804829240163658565132234931976938,15447441758857367292,200682
25588891,1784730803,39094846005,-20276376628211180299,1804725244946341806341277750759087,15447441758857367292,200681
25588893,1784730827,-48157036,25000000000000000,1804725373104372225199299259695695,15447441758857367292,200681
25588896,1784730863,31953042933,-16570577718669930327,1804640384505939914968605469834732,15447441758857367292,200680
25588898,1784730887,-30750624,15962221821806258,1804640466333416306632829727386638,15447441758857367292,200680
25588904,1784730959,60460268706,-31349896359004175994,1804477477134671697318087712506575,15059560795192769710,200679
25588905,1784730971,85108591200,-44120872787111517597,1804245357770303228784433307688987,15059560795192769710,200676
25588906,1784730983,183460243627,-95068443329482505369,1803745203869368035220975030370943,15059560795192769710,200670
25588907,1784730995,6299460000,-3263421710323611250,1803728035048236104731628538918430,15059560795192769710,200670
25588907,1784730995,62530407520,-32390292454568718206,1803550243832076364023926473435552,14073472840197646204,200668
25588907,1784730995,9706238880,-5027178228948734690,1803521942779576110765324537849101,14073472840197646204,200668
25588907,1784730995,7939153454,-4111829654763915367,1803498794782502629945755062754421,14073472840197646204,200668
25588907,1784730995,2998030266,-1552706073022793976,1803490053652968563394779671239499,14073472840197646204,200668
25588907,1784730995,4785609297,-2478477686600368400,1803476100790361611138613885536518,14073472840197646204,200667
25588908,1784731007,278007281885,-143914794471173560018,1802665922750102650264605556482544,14074373593384358948,200658
25588909,1784731019,190557183067,-98570226135383759750,1802111046339901855704357474070464,14074373593384358948,200652
25588910,1784731031,-58411461,30235645683470669,1802111216458797501206322644158812,14074373593384358948,200652
25588910,1784731031,123389,-63806096901643,1802111216099617053054761020840330,14074373593384358948,200652
25588911,1784731043,-434434716595,225035360523638755789,1803377402350534774953650571876373,14073472840197646204,200666
25588911,1784731043,360616978250,-186633650219163143508,1802326755523495719544709097455616,14074373593384358948,200655
25588911,1784731043,3468519190,-1794040978447807113,1802316656418959761744321031187242,14074373593384358948,200655
25588912,1784731055,19986771667,-10337474521246190521,1802258464194210140277506483073300,14074373593384358948,200654
25588913,1784731067,41763256731,-21598462533764619823,1802136881056720617959241261699139,14074373593384358948,200653
25588915,1784731091,-39046654464,20213653631409270784,1802250611865340852910501978099917,14074373593384358948,200654
25588916,1784731103,-77080957094,39910723829615116288,1802475166959463366991603476190876,14074373593384358948,200656
25588916,1784731103,-86887019437,45000000000000000000,1802728356535243871752084297537053,14074373593384358948,200659
25588917,1784731115,-76032368606,39388598055842512896,1802949985986513016348393249540443,14073472840197646204,200662
25588918,1784731127,-18288198685,9475653413078292480,1803003303546986981236670717872755,14073472840197646204,200662
25588918,1784731127,-433941482854,225000000000000000000,1804229633394845749107569547905982,15059560795192769710,200676
25588918,1784731127,113189571,-58669662714512350,1804229324734478065193380073755662,15059560795192769710,200676
25588918,1784731127,98192592185,-50888702985211040982,1803961599899399246425474920873984,15059560795192769710,200673
25588920,1784731151,3033787903,-1572032182139399780,1803953329457591677118434234858494,15059560795192769710,200673
25588920,1784731151,-57837909,30000000000000000,1803953487208304682544207911551313,15059560795192769710,200673
25588925,1784731211,468104968,-242558916527690388,1803952211114255956876289673617343,15059624545017426246,200673
25588926,1784731223,32968225,-17083199771377664,1803952121240134347506062679881555,15059624545017426246,200673
25588926,1784731223,-59748,30990957019140,1803952121403095176546607570664631,15059624545017426246,200673
25588927,1784731235,-33282673,17263397762360298,1803952212179821099321245223664577,15059624545017426246,200673
25588927,1784731235,427718,-221631288898664,1803952211013826573852220036956424,15059624545017426246,200673
25588928,1784731247,2388899,-1237859558684963,1803952204501490360412155243330869,15059624545017426246,200673
25588928,1784731247,4777798,-2475719608988507,1803952191476815347143722380559073,15059624545017426246,200673
25588929,1784731259,-43776062453,22707719553406300160,1804071596269695990554991749007910,15059624545017426246,200674
25588929,1784731259,468013904,-242543486714365847,1804070320256822977733510949547133,15059624545017426246,200674
25588930,1784731271,199980635,-103637842835758478,1804069775021725630241349684694096,15059624545017426246,200674
25588931,1784731283,3995128168,-2070419675814488659,1804058882615606353316253968381663,15059624545017426246,200674
25588933,1784731307,-5280591947,2739337403548164096,1804073286968915878071260015456762,15059624545017426246,200674
25588933,1784731307,-433476827075,225016607632592481625,1805239137834870472368477389901071,15447505508682023828,200687
25588933,1784731307,72520209269,-37627531720432266063,1805046151323457252255323729690624,15447505508682023828,200685
25588933,1784731307,10000001000,-5187927439125150500,1805019543146620661661147537783416,15447505508682023828,200685
25588934,1784731319,54031758230,-28028635669528111791,1804875788072338254415494858212116,15447505508682023828,200683
25588934,1784731319,199980621,-103730399899720438,1804875256053173328034533393371369,15447505508682023828,200683
25588935,1784731331,74003478274,-38381573530170449192,1804678402163495642497362684443491,15447505508682023828,200681
25588936,1784731343,101651537384,-52707400727245252816,1804404029653360334535389244888103,15059624545017426246,200678
25588936,1784731343,998604588,-517707085350412605,1804401306014336644576246335174978,15059624545017426246,200678
25588936,1784731343,999652249,-518248659335669385,1804398579526110998143470903694813,15059624545017426246,200678
25588938,1784731367,35575407337,-18442301274510430844,1804301555218622710362600616954746,15059624545017426246,200677
25588939,1784731379,546081917,-283073565334977646,1804300065978411521161209618886110,15059624545017426246,200677
25588940,1784731391,-433337798113,225000000000000000000,1805460137374340369049653422237571,15447505508682023828,200689
25588940,1784731391,1492028760,-774418426770115072,1805456165487168314016307977532074,15447505508682023828,200689
25588940,1784731391,199980614,-103797118254366871,1805455633125813987434710047633473,15447505508682023828,200689
25588940,1784731391,3481901,-1807231062593969,1805455623856770759222389104472601,15447505508682023828,200689
25588942,1784731415,331672868719,-172065927874368918510,1804573121028781070132240082534400,15447505508682023828,200680
25588943,1784731427,499550000,-259030702365063748,1804571792495409023173075120493945,15447505508682023828,200680
25588943,1784731427,1247300832,-646758840286406768,1804568475356957319815962872166025,15447505508682023828,200680
25588943,1784731427,7250392581,-3759474683020282107,1804548784875065827766994161703134,15059624545017426246,200679
25588943,1784731427,115139694,-59701587661986227,1804548470787083388097869790617742,15059624545017426246,200679
25588943,1784731427,5007720599,-2596555063457281633,1804534810400934326145287237075767,15059624545017426246,200679
25588943,1784731427,158512921,-82189951263287539,1804534378002450800759655789205645,15059624545017426246,200679
25588943,1784731427,599220000,-310699001952251156,1804532743425775525207309129703320,15059624545017426246,200679
25588943,1784731427,499450000,-258967255436008137,1804531381008024788824950775907632,15059624545017426246,200679
25588944,1784731439,30804067145,-15971302948029806373,1804447356537046213682781321844791,15059624545017426246,200678
25588944,1784731439,-12620,6549898264680,1804447356571487771931020474767947,15059624545017426246,200678
25588944,1784731439,1927189141,-999160227804183492,1804442100024176806574887950857978,15059624545017426246,200678
25588946,1784731463,7215409259,-3740810995724398865,1804422419747247030254483446912705,15059624545017426246,200678
25588946,1784731463,676014,-350473440079806,1804422417903418415233454967241213,15059624545017426246,200678
25588947,1784731475,70245111202,-36414139569626521821,1804230844377862361252309825363611,15059624545017426246,200676
25588949,1784731499,-138626270092,71941385253065408512,1804608029515614950866697982670000,15447505508682023828,200680
25588950,1784731511,-2494269943,1294699127848811286,1804614666531833149011857127111999,15447505508682023828,200680
25588950,1784731511,-790090121,410113567421407904,1804616768897038879525492615556305,15447505508682023828,200680
25588950,1784731511,79992243,-41480255892020701,1804616556150427259984991050423003,15447505508682023828,200680
25588952,1784731535,-69148656905,35896816996523171840,1804800574005589850736900266408217,15447505508682023828,200682
25588952,1784731535,-19260661099,10000000000000000000,1804851837004063556933651738560279,15447506152732086901,200683
25588956,1784731583,210934753657,-109375246922736184599,1804283803992927333808735357239296,15059625189067489319,200676
25588957,1784731595,153419830674,-79508605452070661861,1803865511994623673523187825169504,15059625189067489319,200672
25588959,1784731643,350000000,-181342565875567742,1803864557957713752738028334100179,15059625189067489319,200672
25588960,1784731667,-23692258046,12288189383067367424,1803929173369312535676824128119593,15059625189067489319,200672
25588960,1784731667,140637225,-72872352546498777,1803928789990409152207244890828392,15059625189067489319,200672
25588960,1784731667,49995151,-25905397371491690,1803928653703017721303425044480314,15059625189067489319,200672
25588965,1784731727,4734730,-2453338655509163,1803928640796088680180148151847322,15059625189067489319,200672
25588965,1784731727,61189,-31705369201727,1803928640629287839378826768379752,15059625189067489319,200672
25588965,1784731727,-30007403,15564141793947566,1803928722470753400084890150655441,15059625189067489319,200672
25588967,1784731751,-30481482569,15810764964709048320,1804011860763469985501967889664462,15059625189067489319,200673
25588967,1784731751,-4905062,2544376437620454,1804011874142652683128310852361774,15059625189067489319,200673
25588967,1784731751,280023,-145109078622958,1804011873379238885035849429445993,15059625189067489319,200673
25588967,1784731751,1272573,-659454557971977,1804011869909871471582219320877788,15059625189067489319,200673
25588967,1784731751,6211969,-3219079386747354,1804011852974407169012128716263055,15059625189067489319,200673
25588968,1784731763,-44657514251,23166513471768862720,1804133670254123722064181724747759,15059625189067489319,200675
25588974,1784731835,36570001036,-18952304468051612389,1804033962841783562122865077612913,15059625189067489319,200674
25588974,1784731835,197614000,-102407232318107726,1804033424080908515573168548126232,15059625189067489319,200674
25588976,1784731859,53095985850,-27513106697658838627,1803888678586824317465858096869147,15059625189067489319,200672
25588978,1784731883,2914,-1509564482067,1803888678578882551411958271057568,15059625189067489319,200672
25588978,1784731883,5828,-3019647358491,1803888678562996292049542263220915,15059625189067489319,200672
25588979,1784731895,5500000000,-2849719910607283052,1803873686286006448245824891439204,15059625189067489319,200672
25588980,1784731907,17161255066,-8891471930978241981,1803826908562504407713048490959327,15059625189067489319,200671
25588980,1784731907,1080740000,-559930171611853769,1803823962789414031694518303923498,15059625189067489319,200671
25588981,1784731919,197361687149,-102221165782056413927,1803259774958723935953576324199292,14073537234072365813,200665
25588982,1784731931,-443323867887,229931016183874982953,1804495235025570859568203157367766,15059625189067489319,200679
25588982,1784731931,85554370648,-44352810912002358333,1804261896435348073934442121337536,15059625189067489319,200676
25588982,1784731931,40446582129,-20964188960242144079,1804151604568912541534402857611111,15059625189067489319,200675
25588982,1784731931,320775210,-166253300044251527,1804150729916103519377493753227807,15059625189067489319,200675
25588982,1784731931,6212459478,-3219798983977274689,1804133790666025037793007230905332,15059625189067489319,200675
25588982,1784731931,45310385379,-23481678064509804082,1804010254377276418695891243573125,15059625189067489319,200673
25588982,1784731931,13869074,-7187023690560975,1804010216566595621474026636300225,15059625189067489319,200673
25588982,1784731931,35799947154,-18550708733860200278,1803912621935396698069217536203565,15059625189067489319,200672
25588982,1784731931,10194356400,-5282113731639841509,1803884832919408903610552123166243,15059625189067489319,200672
25588982,1784731931,12411399315,-6430634829017930073,1803851001574013057864648196005216,15059625189067489319,200672
25588983,1784731943,207243001777,-107340744865263979038,1803259887163494776658029583111052,14073537234072365813,200665
25588984,1784731955,-112462,58288519205069,1803259887491470831958748164671711,14073537234072365813,200665
25588987,1784731991,342179423,-177171525398724700,1803258890089454997131810438944315,14073537234072365813,200665
25588988,1784732003,36191124,-18738802569875296,1803258784597788571263865686616536,14073537234072365813,200665
25588991,1784732039,56756,-29385934224400,1803258784432357980955152539390157,14073537234072365813,200665
25588992,1784732051,-99267755,51449649589808100,1803259073927671109482481210761867,14073537234072365813,200665
25588993,1784732063,-6270536068,3250000000000000000,1803277360928169050543598530105149,14073537234072365813,200665
25588993,1784732063,24724366578,-12801371741212972530,1803205294528382729611671251482767,14073537234072365813,200664
25588996,1784732099,-125093990934,64844433024009625600,1803570159198843889553477355640823,14073537234072365813,200668
25588997,1784732111,-124721496334,64677000364552003584,1803916334729859064197753739635392,15059625189067489319,200672
25588997,1784732111,-18308093711,9496114982850000000,1803966268479989228384678946418921,15059625189067489319,200673
25588999,1784732135,-804618038,417354549497197002,1803968463069863921087189698580088,15059625189067489319,200673
25589002,1784732171,10743466,-5567060086471697,1803968433781755105613704359115926,15059625189067489319,200673
25589002,1784732171,-8975189002,4655490000000000000,1803992913905975727647132987434133,15059625189067489319,200673
25589002,1784732171,110000000,-57001449364262245,1803992614023340065582389716126344,15059625189067489319,200673
25589003,1784732183,-173460681980,90000000000000000000,1804465864138764217069897271429580,15059625189067489319,200678
25589004,1784732195,-173370433176,90000000000000000000,1804929721878619567722374535729154,15447506152732086901,200684
25589005,1784732207,69937942140,-36275407872517933723,1804743670234957541050007002378933,15447506152732086901,200681
25589006,1784732219,-154064373390,80000000000000000000,1805153774222747190624018779595433,15447506152732086901,200686
25589006,1784732219,93532320855,-48523695655234560675,1804904902773391225311903333092940,15447506152732086901,200683
25589006,1784732219,305923916,-158688521632243273,1804904088881501057389969963683049,15447506152732086901,200683
25589006,1784732219,4000074099,-2074900924879387624,1804893446996263920459123269360156,15447506152732086901,200683
25589007,1784732231,184884124052,-95875515879683413110,1804397507320467726829012148813824,15059625189067489319,200678
25589007,1784732231,-986629376,512008488601096372,1804400199632426933653554885643563,15059625189067489319,200678
25589008,1784732243,44658684405,-23150798421049143704,1804278404089934323223161517838045,15059625189067489319,200676
25589008,1784732243,66000000,-34211697639549399,1804278224103387085460677175284828,15059625189067489319,200676
25589008,1784732243,468422221,-242810702980263906,1804276946684753194856963132893439,15059625189067489319,200676
25589009,1784732255,-456244937357,236896029885742635453,1805498581057122101996388006342473,15447559863549633726,200690
25589009,1784732255,3960375795,-2055662414057177089,1805488037880254427922383002866713,15447559863549633726,200690
25589009,1784732255,-2712259763,1409224820394251705,1805495261964118061724131293192057,15447559863549633726,200690
25589009,1784732255,356127127563,-184753810557862658842,1804547249766418503229533671391232,15059822630636485724,200679
25589010,1784732267,-59166442538,30712000000000000000,1804705133860992182998903084383995,15447703594301083306,200681
25589010,1784732267,75268369129,-39030162382615266526,1804503407991855349097117011761796,15059822630636485724,200679
25589011,1784732279,28807039721,-14935465556387365647,1804424834058991065126811498324823,15059822630636485724,200678
25589011,1784732279,7856039979,-4072862513189429687,1804403407152379510346882869794734,15059822630636485724,200678
25589013,1784732303,57363366829,-29736365546659421085,1804246967222116219342861080004217,15059822630636485724,200676
25589013,1784732303,-456246279986,236889000000000000000,1805469302808584392904680377496296,15447757305118630131,200690
25589014,1784732315,400397021046,-207700823767839690788,1804399900061128303003262565721861,15059822630636485724,200678
25589014,1784732315,468150308,-242702485720970853,1804398623228561749441343900933522,15059822630636485724,200678
25589015,1784732327,258533598133,-133978747953396753980,1803693774952678652093249783750040,15059822630636485724,200670
25589016,1784732339,36690313319,-19005345963403182791,1803588937207931132083598451212179,14073734675641362218,200669
25589016,1784732339,71549305,-37059889814209532,1803588728579088779183710590764572,14073734675641362218,200669
25589018,1784732363,18312162112,-9484739843082631420,1803535334186838804241765043018451,14073734675641362218,200668
25589018,1784732363,106013122,-54907603590304068,1803535025084198973271098465856417,14073734675641362218,200668
25589019,1784732375,238778619339,-123623380074805840761,1802839086623451841394330170047838,14073734675641362218,200660
25589022,1784732411,212881415788,-110135147231313131550,1802219114952700568416245027986120,14074635428828074962,200653
25589023,1784732423,-20939183,10840092060748288,1802219175942639491636955310237097,14074635428828074962,200653
25589025,1784732447,171315563456,-88575883055024730672,1801720535225654657256874386789972,14071189767245769668,200648
25589029,1784732495,-19993541857,10345146864445563000,1801778754692314729876550462959532,14071189767245769668,200649
25589030,1784732507,-13749856977,7114899819175973322,1801818795271558306644065765547338,14071189767245769668,200649
25589031,1784732519,-32152365019,16638560514503561216,1801912419489035161918104049171398,14074635428828074962,200650
25589033,1784732543,-9967577,5158400000000000,1801912448511897622721253083580266,14074635428828074962,200650
25589033,1784732543,56840,-29385934224400,1801912448346479940385014931020438,14074635428828074962,200650
25589034,1784732555,-1970939908,1020000000000000000,1801918187203433650685110909821191,14074635428828074962,200650
25589038,1784732603,90893884620,-46985588674367732988,1801653647905828378025305309841969,14071189767245769668,200647
25589039,1784732615,176439875265,-91167328501173681111,1801140328134155928163644551664250,14071189767245769668,200642
25589041,1784732639,218791317820,-112978395032221017587,1800504180446268840739727238805404,14070565899323707537,200634
25589042,1784732651,-4284431530,2213821058453000775,1800516639737342396128998764542421,14070565899323707537,200635
25589043,1784732663,396909241493,-204753314935519606744,1799363724681833989292124901571015,14070654499244215870,200622
25589045,1784732687,-36138501904,18650541011351031808,1799468688475114428971696341126734,14070654499244215870,200623
25589045,1784732687,-348759172,180000000000000000,1799469701501105416592488516818271,14070654499244215870,200623
25589046,1784732699,-162764067933,84027175227098365952,1799942599903629426494477157370298,14070654499244215870,200628
25589046,1784732699,647698,-334128404280758,1799942598022240077021809879598946,14070654499244215870,200628
25589048,1784732723,-69264149951,35771110661203501056,1800143915580560390319955535647431,14070565899323707537,200630
25589048,1784732723,-2505149355,1293921317538117043,1800151197714886437044878290287015,14070565899323707537,200631
25589048,1784732723,-12311512877,6359105927809248297,1800186986493486958688543778903152,14070565899323707537,200631
25589056,1784732819,21671520000,-11182349171774188881,1800124021223730810672420732387236,14070565899323707537,200630
25589066,1784732939,39653918,-20460420800959329,1800123906015745863417771910600075,14070565899323707537,200630
25589067,1784732951,29952674825,-15454076124049917658,1800036887763642284545525017699804,14070654499244215870,200629
25589067,1784732951,125000000000,-64477598085700973446,1799673831331552524387843440920217,14070654499244215870,200625
25589067,1784732951,-37329785413,19272022938101254053,1799782292776748114288770488991744,14070654499244215870,200626
25589069,1784732975,-315277634,162776373176931346,1799783208869507819464616248682031,14070654499244215870,200626
25589070,1784732987,-17991821331,9289368052868850000,1799835488709937853976541789764625,14070654499244215870,200627
25589070,1784732987,-1936756339,1000000000000000000,1799841116632110007425387210273168,14070654499244215870,200627
25589071,1784732999,-43304267592,22360805002822385664,1799966961502372591291952981077821,14070654499244215870,200628
25589073,1784733023,-6172466815,3187500000000000000,1799984900504296330410147758948801,14070654499244215870,200629
25589074,1784733035,-12526416109,6468913980000000000,1800021307048714125822089114535493,14070654499244215870,200629
25589074,1784733035,798650939,-412036196194619962,1800018986981035993285631054385385,14070654499244215870,200629
25589075,1784733047,150270,-77526037760867,1800018986544507222066428325852056,14070654499244215870,200629
25589079,1784733095,54103775883,-27910489886308858946,1799861829901318805639260502187532,14070654499244215870,200627
25589080,1784733107,-110392205,57000000000000000,1799862150692882618385844691156518,14070654499244215870,200627
25589085,1784733167,12282524169,-6335503555993417196,1799826477135169229319477207420300,14070654499244215870,200627
25589085,1784733167,-67973580383,35100000000000000000,1800024017203411815373951467270159,14070654499244215870,200629
25589086,1784733179,34713696530,-17908399052340604998,1799923179708569954941211194830722,14070654499244215870,200628
25589090,1784733227,56966,-29385934224400,1799923179543105471928761348832585,14070654499244215870,200628
25589093,1784733263,288503340127,-148757977320118792121,1799085554012430117939489296875520,14069060812982441395,200619
25589094,1784733275,216767955534,-111678739293108836047,1798456649110836554266502841769907,14069060812982441395,200612
25589095,1784733287,120861596761,-62233935783095268809,1798106183909313486777193271483894,14068828369800076535,200608
25589096,1784733299,-1049306421,540744074250836159,1798109227569893325273208340106381,14068828369800076535,200608
25589099,1784733335,771165,-397011279066042,1798109225334136849249942230666184,14068828369800076535,200608
25589102,1784733371,-109186286432,56277496398375641088,1798425989079524682591517430053756,14069060812982441395,200611
25589102,1784733371,-2128437608,1097250000000000000,1798432165016633998262011327374941,14069060812982441395,200611
25589102,1784733371,-11706145550,6034875000000000000,1798466132670735234449727762641460,14069060812982441395,200612
25589107,1784733431,52303626193,-26935393721699923812,1798314449358001287264627490720760,14069060812982441395,200610
25589108,1784733443,304533,-156815220355565,1798314448474915918014083945671768,14069060812982441395,200610
25589109,1784733455,13209828875,-6802097284557061481,1798276143311816372059704297259008,14069060812982441395,200610
25589110,1784733467,89510304428,-46083637423840969015,1798016625023006028153777477021715,14068828369800076535,200607
25589111,1784733479,157685591193,-81150770939817029103,1797559627020103457531334227168719,14068828369800076535,200602
25589112,1784733491,198455373,-102106399796195099,1797559052011138662380438583910975,14068828369800076535,200602
25589120,1784733587,43515318855,-22387297636305273180,1797432978651739964628233670330923,14068828369800076535,200600
25589121,1784733599,46371104070,-23853049060595715607,1797297591916837040235571633455104,13835965369912811359,200599
25589122,1784733611,202038429332,-103885236333556180478,1796702719338956367679111531172607,13835965369912811359,200592
25589123,1784733623,406277040589,-208693732146354145593,1795507691562734515013731713748211,13836388741581762540,200579
25589124,1784733635,104398868084,-53582101468917856702,1795200876574927955498126317547009,13836388741581762540,200575
25589125,1784733647,202218714347,-103735487408450205888,1794606718852596712600013146954996,13799892820589221760,200569
25589125,1784733647,-91860000,47154497305784090,1794606989441378979225929768850189,13799892820589221760,200569
25589125,1784733647,-138633985,71165015790952908,1794607397810804232267622436847608,13799892820589221760,200569
25589126,1784733659,47912677999,-24568511649066934332,1794466344683872572517291601705294,13799892820589221760,200567
25589126,1784733659,55237610370,-28319774881797036904,1794303754745249658253847437141171,13799892820589221760,200565
25589127,1784733671,-10098411786,5182151696465264640,1794333005634949165469108080512448,14029216711642225614,200566
25589129,1784733695,-97432940,50000000000000000,1794333289250474849548146751005767,13960545397154277068,200566
25589131,1784733719,-204276157480,104863854107258961920,1794927430571563437200728629336577,13997041318146817848,200572
25589131,1784733719,-19473072831,10000000000000000000,1794984005776732218985443114721451,13997041318146817848,200573
25589132,1784733731,-1481430,760782330119717,1794984010080873860516128641165390,13997041318146817848,200573
25589135,1784733767,-11430252320,5870066955693182976,1795017220105111143328240256216576,13997041318146817848,200573
25589136,1784733779,-4906839117,2520000000000001000,1795031477056813676343642996875096,13997041318146817848,200574
25589137,1784733791,-194957403526,100156462172548775936,1795598115203857421049324442201879,13996655420040058227,200580
25589137,1784733791,-1300463902,668306264687102200,1795601896264505201521934561242724,13996655420040058227,200580
25589138,1784733803,58360098673,-29958408783026478248,1795432320152963887529545635873118,13997041318146817848,200578
25589138,1784733803,-978865070,502944000000000000,1795435165568962728308138780086859,13997041318146817848,200578
25589138,1784733803,24500000000,-12575114601649551719,1795363986010322481483509265828147,13997041318146817848,200577
25589138,1784733803,1208025427,-620017397686015996,1795360476494416298339578597881352,13997041318146817848,200577
25589140,1784733827,61064189103,-31337953722707921905,1795183092686369075768740487919074,13997041318146817848,200575
25589141,1784733839,2019817319,-1036458224361125976,1795177225969341351710206837756496,13997041318146817848,200575
25589142,1784733851,-1946826,1000000000000000,1795177231626861868588385309205034,13997041318146817848,200575
25589142,1784733851,-11561301504,5938647561898280084,1795210829647285816680298610213871,13997041318146817848,200576
25589143,1784733863,-10911587441,5605115442744518894,1795242540702902614510996636648890,13997041318146817848,200576
25589143,1784733863,-6020848070,3092902269919411738,1795260038860951382672758018903756,13997041318146817848,200576
25589145,1784733887,300000000,-153956986835307379,1795259167410414376674634879495875,13997041318146817848,200576
25589146,1784733899,-39262197804,20170401902101704704,1795373281873009195705223555664174,13997041318146817848,200577
25589150,1784733947,-39806561746,20452679201622716416,1795488993325217503826392551008696,13997041318146817848,200579
25589151,1784733959,107155621375,-54995705984269297368,1795177698342780081547104974508074,13997041318146817848,200575
25589152,1784733971,276936302696,-142044292132269099570,1794372909225708629147745661102431,13960545397154277068,200566
25589153,1784733983,52010250370,-26662530101198308945,1794221595418990891489298998634740,13960545397154277068,200565
25589153,1784733983,-40505016,20783516782443856,1794221713309551647823162253837226,13960545397154277068,200565
25589158,1784734043,-135097168699,69334866472034910208,1794615002201605679976747297689490,13960545397154277068,200569
25589162,1784734091,-49947338913,25641778029836440000,1794760208462834105725271741337962,13997041318146817848,200571
25589166,1784734139,-78473568412,40294842297631588352,1794988177359857327077594377861419,13997041318146817848,200573
25589168,1784734163,-10002440235,5136818434757373952,1795017239015543444971571109916918,13997041318146817848,200573
25589169,1784734175,-5646803,2900000000000000,1795017255422352943918288677117679,13997041318146817848,200573
25589170,1784734187,-396033955,203389248539669047,1795018406101199469531018624262278,13997041318146817848,200573
